layer_name,token_index,expert_index,logit,probability
encoder.block.1.layer.1.mlp.router,0,0,0.0,0.7697908282279968
encoder.block.1.layer.1.mlp.router,0,1,0.0,0.7697908282279968
encoder.block.1.layer.1.mlp.router,0,2,0.0,0.7697908282279968
encoder.block.1.layer.1.mlp.router,0,3,0.0,0.7697908282279968
encoder.block.1.layer.1.mlp.router,0,4,0.0,0.7697908282279968
encoder.block.1.layer.1.mlp.router,0,5,0.0,0.7697908282279968
encoder.block.1.layer.1.mlp.router,0,6,0.0,0.7697908282279968
encoder.block.1.layer.1.mlp.router,0,7,1.0,0.7697908282279968
encoder.block.1.layer.1.mlp.router,1,0,1.0,0.6061189770698547
encoder.block.1.layer.1.mlp.router,1,1,0.0,0.6061189770698547
encoder.block.1.layer.1.mlp.router,1,2,0.0,0.6061189770698547
encoder.block.1.layer.1.mlp.router,1,3,0.0,0.6061189770698547
encoder.block.1.layer.1.mlp.router,1,4,0.0,0.6061189770698547
encoder.block.1.layer.1.mlp.router,1,5,0.0,0.6061189770698547
encoder.block.1.layer.1.mlp.router,1,6,0.0,0.6061189770698547
encoder.block.1.layer.1.mlp.router,1,7,0.0,0.6061189770698547
encoder.block.1.layer.1.mlp.router,2,0,0.0,0.9709298014640808
encoder.block.1.layer.1.mlp.router,2,1,0.0,0.9709298014640808
encoder.block.1.layer.1.mlp.router,2,2,0.0,0.9709298014640808
encoder.block.1.layer.1.mlp.router,2,3,1.0,0.9709298014640808
encoder.block.1.layer.1.mlp.router,2,4,0.0,0.9709298014640808
encoder.block.1.layer.1.mlp.router,2,5,0.0,0.9709298014640808
encoder.block.1.layer.1.mlp.router,2,6,0.0,0.9709298014640808
encoder.block.1.layer.1.mlp.router,2,7,0.0,0.9709298014640808
encoder.block.1.layer.1.mlp.router,3,0,0.0,0.8171719312667847
encoder.block.1.layer.1.mlp.router,3,1,0.0,0.8171719312667847
encoder.block.1.layer.1.mlp.router,3,2,0.0,0.8171719312667847
encoder.block.1.layer.1.mlp.router,3,3,0.0,0.8171719312667847
encoder.block.1.layer.1.mlp.router,3,4,0.0,0.8171719312667847
encoder.block.1.layer.1.mlp.router,3,5,0.0,0.8171719312667847
encoder.block.1.layer.1.mlp.router,3,6,0.0,0.8171719312667847
encoder.block.1.layer.1.mlp.router,3,7,1.0,0.8171719312667847
encoder.block.1.layer.1.mlp.router,4,0,1.0,0.8746160864830017
encoder.block.1.layer.1.mlp.router,4,1,0.0,0.8746160864830017
encoder.block.1.layer.1.mlp.router,4,2,0.0,0.8746160864830017
encoder.block.1.layer.1.mlp.router,4,3,0.0,0.8746160864830017
encoder.block.1.layer.1.mlp.router,4,4,0.0,0.8746160864830017
encoder.block.1.layer.1.mlp.router,4,5,0.0,0.8746160864830017
encoder.block.1.layer.1.mlp.router,4,6,0.0,0.8746160864830017
encoder.block.1.layer.1.mlp.router,4,7,0.0,0.8746160864830017
encoder.block.1.layer.1.mlp.router,5,0,0.0,0.4655073285102844
encoder.block.1.layer.1.mlp.router,5,1,0.0,0.4655073285102844
encoder.block.1.layer.1.mlp.router,5,2,0.0,0.4655073285102844
encoder.block.1.layer.1.mlp.router,5,3,0.0,0.4655073285102844
encoder.block.1.layer.1.mlp.router,5,4,1.0,0.4655073285102844
encoder.block.1.layer.1.mlp.router,5,5,0.0,0.4655073285102844
encoder.block.1.layer.1.mlp.router,5,6,0.0,0.4655073285102844
encoder.block.1.layer.1.mlp.router,5,7,0.0,0.4655073285102844
encoder.block.1.layer.1.mlp.router,6,0,0.0,0.48377907276153564
encoder.block.1.layer.1.mlp.router,6,1,0.0,0.48377907276153564
encoder.block.1.layer.1.mlp.router,6,2,0.0,0.48377907276153564
encoder.block.1.layer.1.mlp.router,6,3,0.0,0.48377907276153564
encoder.block.1.layer.1.mlp.router,6,4,0.0,0.48377907276153564
encoder.block.1.layer.1.mlp.router,6,5,1.0,0.48377907276153564
encoder.block.1.layer.1.mlp.router,6,6,0.0,0.48377907276153564
encoder.block.1.layer.1.mlp.router,6,7,0.0,0.48377907276153564
encoder.block.1.layer.1.mlp.router,7,0,1.0,0.8864665627479553
encoder.block.1.layer.1.mlp.router,7,1,0.0,0.8864665627479553
encoder.block.1.layer.1.mlp.router,7,2,0.0,0.8864665627479553
encoder.block.1.layer.1.mlp.router,7,3,0.0,0.8864665627479553
encoder.block.1.layer.1.mlp.router,7,4,0.0,0.8864665627479553
encoder.block.1.layer.1.mlp.router,7,5,0.0,0.8864665627479553
encoder.block.1.layer.1.mlp.router,7,6,0.0,0.8864665627479553
encoder.block.1.layer.1.mlp.router,7,7,0.0,0.8864665627479553
encoder.block.1.layer.1.mlp.router,8,0,1.0,0.8974619507789612
encoder.block.1.layer.1.mlp.router,8,1,0.0,0.8974619507789612
encoder.block.1.layer.1.mlp.router,8,2,0.0,0.8974619507789612
encoder.block.1.layer.1.mlp.router,8,3,0.0,0.8974619507789612
encoder.block.1.layer.1.mlp.router,8,4,0.0,0.8974619507789612
encoder.block.1.layer.1.mlp.router,8,5,0.0,0.8974619507789612
encoder.block.1.layer.1.mlp.router,8,6,0.0,0.8974619507789612
encoder.block.1.layer.1.mlp.router,8,7,0.0,0.8974619507789612
encoder.block.1.layer.1.mlp.router,9,0,0.0,0.8589942455291748
encoder.block.1.layer.1.mlp.router,9,1,0.0,0.8589942455291748
encoder.block.1.layer.1.mlp.router,9,2,0.0,0.8589942455291748
encoder.block.1.layer.1.mlp.router,9,3,0.0,0.8589942455291748
encoder.block.1.layer.1.mlp.router,9,4,0.0,0.8589942455291748
encoder.block.1.layer.1.mlp.router,9,5,1.0,0.8589942455291748
encoder.block.1.layer.1.mlp.router,9,6,0.0,0.8589942455291748
encoder.block.1.layer.1.mlp.router,9,7,0.0,0.8589942455291748
encoder.block.1.layer.1.mlp.router,10,0,0.0,0.8973434567451477
encoder.block.1.layer.1.mlp.router,10,1,1.0,0.8973434567451477
encoder.block.1.layer.1.mlp.router,10,2,0.0,0.8973434567451477
encoder.block.1.layer.1.mlp.router,10,3,0.0,0.8973434567451477
encoder.block.1.layer.1.mlp.router,10,4,0.0,0.8973434567451477
encoder.block.1.layer.1.mlp.router,10,5,0.0,0.8973434567451477
encoder.block.1.layer.1.mlp.router,10,6,0.0,0.8973434567451477
encoder.block.1.layer.1.mlp.router,10,7,0.0,0.8973434567451477
encoder.block.1.layer.1.mlp.router,11,0,0.0,0.7753865122795105
encoder.block.1.layer.1.mlp.router,11,1,0.0,0.7753865122795105
encoder.block.1.layer.1.mlp.router,11,2,0.0,0.7753865122795105
encoder.block.1.layer.1.mlp.router,11,3,0.0,0.7753865122795105
encoder.block.1.layer.1.mlp.router,11,4,0.0,0.7753865122795105
encoder.block.1.layer.1.mlp.router,11,5,0.0,0.7753865122795105
encoder.block.1.layer.1.mlp.router,11,6,0.0,0.7753865122795105
encoder.block.1.layer.1.mlp.router,11,7,1.0,0.7753865122795105
encoder.block.1.layer.1.mlp.router,12,0,0.0,0.9728056192398071
encoder.block.1.layer.1.mlp.router,12,1,1.0,0.9728056192398071
encoder.block.1.layer.1.mlp.router,12,2,0.0,0.9728056192398071
encoder.block.1.layer.1.mlp.router,12,3,0.0,0.9728056192398071
encoder.block.1.layer.1.mlp.router,12,4,0.0,0.9728056192398071
encoder.block.1.layer.1.mlp.router,12,5,0.0,0.9728056192398071
encoder.block.1.layer.1.mlp.router,12,6,0.0,0.9728056192398071
encoder.block.1.layer.1.mlp.router,12,7,0.0,0.9728056192398071
encoder.block.1.layer.1.mlp.router,13,0,1.0,0.9654902815818787
encoder.block.1.layer.1.mlp.router,13,1,0.0,0.9654902815818787
encoder.block.1.layer.1.mlp.router,13,2,0.0,0.9654902815818787
encoder.block.1.layer.1.mlp.router,13,3,0.0,0.9654902815818787
encoder.block.1.layer.1.mlp.router,13,4,0.0,0.9654902815818787
encoder.block.1.layer.1.mlp.router,13,5,0.0,0.9654902815818787
encoder.block.1.layer.1.mlp.router,13,6,0.0,0.9654902815818787
encoder.block.1.layer.1.mlp.router,13,7,0.0,0.9654902815818787
encoder.block.1.layer.1.mlp.router,14,0,0.0,0.5132888555526733
encoder.block.1.layer.1.mlp.router,14,1,0.0,0.5132888555526733
encoder.block.1.layer.1.mlp.router,14,2,0.0,0.5132888555526733
encoder.block.1.layer.1.mlp.router,14,3,0.0,0.5132888555526733
encoder.block.1.layer.1.mlp.router,14,4,0.0,0.5132888555526733
encoder.block.1.layer.1.mlp.router,14,5,0.0,0.5132888555526733
encoder.block.1.layer.1.mlp.router,14,6,1.0,0.5132888555526733
encoder.block.1.layer.1.mlp.router,14,7,0.0,0.5132888555526733
encoder.block.1.layer.1.mlp.router,15,0,0.0,0.8067295551300049
encoder.block.1.layer.1.mlp.router,15,1,0.0,0.8067295551300049
encoder.block.1.layer.1.mlp.router,15,2,1.0,0.8067295551300049
encoder.block.1.layer.1.mlp.router,15,3,0.0,0.8067295551300049
encoder.block.1.layer.1.mlp.router,15,4,0.0,0.8067295551300049
encoder.block.1.layer.1.mlp.router,15,5,0.0,0.8067295551300049
encoder.block.1.layer.1.mlp.router,15,6,0.0,0.8067295551300049
encoder.block.1.layer.1.mlp.router,15,7,0.0,0.8067295551300049
encoder.block.1.layer.1.mlp.router,16,0,0.0,0.41247811913490295
encoder.block.1.layer.1.mlp.router,16,1,0.0,0.41247811913490295
encoder.block.1.layer.1.mlp.router,16,2,0.0,0.41247811913490295
encoder.block.1.layer.1.mlp.router,16,3,0.0,0.41247811913490295
encoder.block.1.layer.1.mlp.router,16,4,0.0,0.41247811913490295
encoder.block.1.layer.1.mlp.router,16,5,0.0,0.41247811913490295
encoder.block.1.layer.1.mlp.router,16,6,0.0,0.41247811913490295
encoder.block.1.layer.1.mlp.router,16,7,1.0,0.41247811913490295
encoder.block.3.layer.1.mlp.router,0,0,0.0,0.37907883524894714
encoder.block.3.layer.1.mlp.router,0,1,0.0,0.37907883524894714
encoder.block.3.layer.1.mlp.router,0,2,0.0,0.37907883524894714
encoder.block.3.layer.1.mlp.router,0,3,0.0,0.37907883524894714
encoder.block.3.layer.1.mlp.router,0,4,1.0,0.37907883524894714
encoder.block.3.layer.1.mlp.router,0,5,0.0,0.37907883524894714
encoder.block.3.layer.1.mlp.router,0,6,0.0,0.37907883524894714
encoder.block.3.layer.1.mlp.router,0,7,0.0,0.37907883524894714
encoder.block.3.layer.1.mlp.router,1,0,0.0,0.8276713490486145
encoder.block.3.layer.1.mlp.router,1,1,0.0,0.8276713490486145
encoder.block.3.layer.1.mlp.router,1,2,0.0,0.8276713490486145
encoder.block.3.layer.1.mlp.router,1,3,0.0,0.8276713490486145
encoder.block.3.layer.1.mlp.router,1,4,0.0,0.8276713490486145
encoder.block.3.layer.1.mlp.router,1,5,0.0,0.8276713490486145
encoder.block.3.layer.1.mlp.router,1,6,1.0,0.8276713490486145
encoder.block.3.layer.1.mlp.router,1,7,0.0,0.8276713490486145
encoder.block.3.layer.1.mlp.router,2,0,1.0,0.77085280418396
encoder.block.3.layer.1.mlp.router,2,1,0.0,0.77085280418396
encoder.block.3.layer.1.mlp.router,2,2,0.0,0.77085280418396
encoder.block.3.layer.1.mlp.router,2,3,0.0,0.77085280418396
encoder.block.3.layer.1.mlp.router,2,4,0.0,0.77085280418396
encoder.block.3.layer.1.mlp.router,2,5,0.0,0.77085280418396
encoder.block.3.layer.1.mlp.router,2,6,0.0,0.77085280418396
encoder.block.3.layer.1.mlp.router,2,7,0.0,0.77085280418396
encoder.block.3.layer.1.mlp.router,3,0,0.0,0.7198343873023987
encoder.block.3.layer.1.mlp.router,3,1,0.0,0.7198343873023987
encoder.block.3.layer.1.mlp.router,3,2,1.0,0.7198343873023987
encoder.block.3.layer.1.mlp.router,3,3,0.0,0.7198343873023987
encoder.block.3.layer.1.mlp.router,3,4,0.0,0.7198343873023987
encoder.block.3.layer.1.mlp.router,3,5,0.0,0.7198343873023987
encoder.block.3.layer.1.mlp.router,3,6,0.0,0.7198343873023987
encoder.block.3.layer.1.mlp.router,3,7,0.0,0.7198343873023987
encoder.block.3.layer.1.mlp.router,4,0,1.0,0.5030351281166077
encoder.block.3.layer.1.mlp.router,4,1,0.0,0.5030351281166077
encoder.block.3.layer.1.mlp.router,4,2,0.0,0.5030351281166077
encoder.block.3.layer.1.mlp.router,4,3,0.0,0.5030351281166077
encoder.block.3.layer.1.mlp.router,4,4,0.0,0.5030351281166077
encoder.block.3.layer.1.mlp.router,4,5,0.0,0.5030351281166077
encoder.block.3.layer.1.mlp.router,4,6,0.0,0.5030351281166077
encoder.block.3.layer.1.mlp.router,4,7,0.0,0.5030351281166077
encoder.block.3.layer.1.mlp.router,5,0,0.0,0.8555082082748413
encoder.block.3.layer.1.mlp.router,5,1,0.0,0.8555082082748413
encoder.block.3.layer.1.mlp.router,5,2,0.0,0.8555082082748413
encoder.block.3.layer.1.mlp.router,5,3,0.0,0.8555082082748413
encoder.block.3.layer.1.mlp.router,5,4,1.0,0.8555082082748413
encoder.block.3.layer.1.mlp.router,5,5,0.0,0.8555082082748413
encoder.block.3.layer.1.mlp.router,5,6,0.0,0.8555082082748413
encoder.block.3.layer.1.mlp.router,5,7,0.0,0.8555082082748413
encoder.block.3.layer.1.mlp.router,6,0,0.0,0.53373122215271
encoder.block.3.layer.1.mlp.router,6,1,0.0,0.53373122215271
encoder.block.3.layer.1.mlp.router,6,2,0.0,0.53373122215271
encoder.block.3.layer.1.mlp.router,6,3,1.0,0.53373122215271
encoder.block.3.layer.1.mlp.router,6,4,0.0,0.53373122215271
encoder.block.3.layer.1.mlp.router,6,5,0.0,0.53373122215271
encoder.block.3.layer.1.mlp.router,6,6,0.0,0.53373122215271
encoder.block.3.layer.1.mlp.router,6,7,0.0,0.53373122215271
encoder.block.3.layer.1.mlp.router,7,0,0.0,0.7299438714981079
encoder.block.3.layer.1.mlp.router,7,1,0.0,0.7299438714981079
encoder.block.3.layer.1.mlp.router,7,2,0.0,0.7299438714981079
encoder.block.3.layer.1.mlp.router,7,3,0.0,0.7299438714981079
encoder.block.3.layer.1.mlp.router,7,4,0.0,0.7299438714981079
encoder.block.3.layer.1.mlp.router,7,5,1.0,0.7299438714981079
encoder.block.3.layer.1.mlp.router,7,6,0.0,0.7299438714981079
encoder.block.3.layer.1.mlp.router,7,7,0.0,0.7299438714981079
encoder.block.3.layer.1.mlp.router,8,0,0.0,0.8666556477546692
encoder.block.3.layer.1.mlp.router,8,1,0.0,0.8666556477546692
encoder.block.3.layer.1.mlp.router,8,2,0.0,0.8666556477546692
encoder.block.3.layer.1.mlp.router,8,3,0.0,0.8666556477546692
encoder.block.3.layer.1.mlp.router,8,4,0.0,0.8666556477546692
encoder.block.3.layer.1.mlp.router,8,5,1.0,0.8666556477546692
encoder.block.3.layer.1.mlp.router,8,6,0.0,0.8666556477546692
encoder.block.3.layer.1.mlp.router,8,7,0.0,0.8666556477546692
encoder.block.3.layer.1.mlp.router,9,0,0.0,0.2261824905872345
encoder.block.3.layer.1.mlp.router,9,1,0.0,0.2261824905872345
encoder.block.3.layer.1.mlp.router,9,2,0.0,0.2261824905872345
encoder.block.3.layer.1.mlp.router,9,3,0.0,0.2261824905872345
encoder.block.3.layer.1.mlp.router,9,4,1.0,0.2261824905872345
encoder.block.3.layer.1.mlp.router,9,5,0.0,0.2261824905872345
encoder.block.3.layer.1.mlp.router,9,6,0.0,0.2261824905872345
encoder.block.3.layer.1.mlp.router,9,7,0.0,0.2261824905872345
encoder.block.3.layer.1.mlp.router,10,0,0.0,0.7755851745605469
encoder.block.3.layer.1.mlp.router,10,1,0.0,0.7755851745605469
encoder.block.3.layer.1.mlp.router,10,2,1.0,0.7755851745605469
encoder.block.3.layer.1.mlp.router,10,3,0.0,0.7755851745605469
encoder.block.3.layer.1.mlp.router,10,4,0.0,0.7755851745605469
encoder.block.3.layer.1.mlp.router,10,5,0.0,0.7755851745605469
encoder.block.3.layer.1.mlp.router,10,6,0.0,0.7755851745605469
encoder.block.3.layer.1.mlp.router,10,7,0.0,0.7755851745605469
encoder.block.3.layer.1.mlp.router,11,0,0.0,0.48183462023735046
encoder.block.3.layer.1.mlp.router,11,1,1.0,0.48183462023735046
encoder.block.3.layer.1.mlp.router,11,2,0.0,0.48183462023735046
encoder.block.3.layer.1.mlp.router,11,3,0.0,0.48183462023735046
encoder.block.3.layer.1.mlp.router,11,4,0.0,0.48183462023735046
encoder.block.3.layer.1.mlp.router,11,5,0.0,0.48183462023735046
encoder.block.3.layer.1.mlp.router,11,6,0.0,0.48183462023735046
encoder.block.3.layer.1.mlp.router,11,7,0.0,0.48183462023735046
encoder.block.3.layer.1.mlp.router,12,0,0.0,0.986069917678833
encoder.block.3.layer.1.mlp.router,12,1,1.0,0.986069917678833
encoder.block.3.layer.1.mlp.router,12,2,0.0,0.986069917678833
encoder.block.3.layer.1.mlp.router,12,3,0.0,0.986069917678833
encoder.block.3.layer.1.mlp.router,12,4,0.0,0.986069917678833
encoder.block.3.layer.1.mlp.router,12,5,0.0,0.986069917678833
encoder.block.3.layer.1.mlp.router,12,6,0.0,0.986069917678833
encoder.block.3.layer.1.mlp.router,12,7,0.0,0.986069917678833
encoder.block.3.layer.1.mlp.router,13,0,1.0,0.6276415586471558
encoder.block.3.layer.1.mlp.router,13,1,0.0,0.6276415586471558
encoder.block.3.layer.1.mlp.router,13,2,0.0,0.6276415586471558
encoder.block.3.layer.1.mlp.router,13,3,0.0,0.6276415586471558
encoder.block.3.layer.1.mlp.router,13,4,0.0,0.6276415586471558
encoder.block.3.layer.1.mlp.router,13,5,0.0,0.6276415586471558
encoder.block.3.layer.1.mlp.router,13,6,0.0,0.6276415586471558
encoder.block.3.layer.1.mlp.router,13,7,0.0,0.6276415586471558
encoder.block.3.layer.1.mlp.router,14,0,0.0,0.5601724982261658
encoder.block.3.layer.1.mlp.router,14,1,0.0,0.5601724982261658
encoder.block.3.layer.1.mlp.router,14,2,0.0,0.5601724982261658
encoder.block.3.layer.1.mlp.router,14,3,0.0,0.5601724982261658
encoder.block.3.layer.1.mlp.router,14,4,1.0,0.5601724982261658
encoder.block.3.layer.1.mlp.router,14,5,0.0,0.5601724982261658
encoder.block.3.layer.1.mlp.router,14,6,0.0,0.5601724982261658
encoder.block.3.layer.1.mlp.router,14,7,0.0,0.5601724982261658
encoder.block.3.layer.1.mlp.router,15,0,0.0,0.9734280705451965
encoder.block.3.layer.1.mlp.router,15,1,0.0,0.9734280705451965
encoder.block.3.layer.1.mlp.router,15,2,0.0,0.9734280705451965
encoder.block.3.layer.1.mlp.router,15,3,0.0,0.9734280705451965
encoder.block.3.layer.1.mlp.router,15,4,0.0,0.9734280705451965
encoder.block.3.layer.1.mlp.router,15,5,0.0,0.9734280705451965
encoder.block.3.layer.1.mlp.router,15,6,0.0,0.9734280705451965
encoder.block.3.layer.1.mlp.router,15,7,1.0,0.9734280705451965
encoder.block.3.layer.1.mlp.router,16,0,0.0,0.991975724697113
encoder.block.3.layer.1.mlp.router,16,1,0.0,0.991975724697113
encoder.block.3.layer.1.mlp.router,16,2,0.0,0.991975724697113
encoder.block.3.layer.1.mlp.router,16,3,0.0,0.991975724697113
encoder.block.3.layer.1.mlp.router,16,4,0.0,0.991975724697113
encoder.block.3.layer.1.mlp.router,16,5,0.0,0.991975724697113
encoder.block.3.layer.1.mlp.router,16,6,0.0,0.991975724697113
encoder.block.3.layer.1.mlp.router,16,7,1.0,0.991975724697113
encoder.block.5.layer.1.mlp.router,0,0,0.0,0.4250990152359009
encoder.block.5.layer.1.mlp.router,0,1,0.0,0.4250990152359009
encoder.block.5.layer.1.mlp.router,0,2,1.0,0.4250990152359009
encoder.block.5.layer.1.mlp.router,0,3,0.0,0.4250990152359009
encoder.block.5.layer.1.mlp.router,0,4,0.0,0.4250990152359009
encoder.block.5.layer.1.mlp.router,0,5,0.0,0.4250990152359009
encoder.block.5.layer.1.mlp.router,0,6,0.0,0.4250990152359009
encoder.block.5.layer.1.mlp.router,0,7,0.0,0.4250990152359009
encoder.block.5.layer.1.mlp.router,1,0,0.0,0.9435576796531677
encoder.block.5.layer.1.mlp.router,1,1,0.0,0.9435576796531677
encoder.block.5.layer.1.mlp.router,1,2,0.0,0.9435576796531677
encoder.block.5.layer.1.mlp.router,1,3,0.0,0.9435576796531677
encoder.block.5.layer.1.mlp.router,1,4,1.0,0.9435576796531677
encoder.block.5.layer.1.mlp.router,1,5,0.0,0.9435576796531677
encoder.block.5.layer.1.mlp.router,1,6,0.0,0.9435576796531677
encoder.block.5.layer.1.mlp.router,1,7,0.0,0.9435576796531677
encoder.block.5.layer.1.mlp.router,2,0,1.0,0.8133786916732788
encoder.block.5.layer.1.mlp.router,2,1,0.0,0.8133786916732788
encoder.block.5.layer.1.mlp.router,2,2,0.0,0.8133786916732788
